TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
TXN008296,17-06-2025,Dining Table,Furniture,North,Offline,6,3215.29,19291.74,Net Banking,CUST01219
TXN008297,21-06-2025,Tablet,Electronics,North,Offline,4,7650.87,30603.48,UPI,CUST01150
TXN008298,24-02-2025,Sunscreen,Beauty,West,Offline,7,1828.06,12796.42,Credit Card,CUST02445
TXN008299,18-12-2024,Laptop,Electronics,West,Online,4,2865.06,11460.24,UPI,CUST03889
TXN008300,22-03-2024,Office Chair,Furniture,West,Online,8,4665.4,37323.2,Net Banking,CUST00365
TXN008301,13-07-2024,Bed Frame,Furniture,South,Online,7,330.94,2316.58,Cash,CUST00840
TXN008302,16-04-2024,Smartwatch,Electronics,South,Offline,2,8028.1,16056.2,Net Banking,CUST02697
TXN008303,12-09-2025,Spices Pack,Grocery,West,Online,1,5785.16,5785.16,Net Banking,CUST03899
TXN008304,28-04-2025,Shorts,Clothing,North,Online,1,6100.44,6100.44,Cash,CUST03507
TXN008305,28-02-2025,Shorts,Clothing,East,Offline,7,7077.41,49541.87,Net Banking,CUST00016
TXN008306,08-12-2024,Television,Electronics,East,Online,6,7435.53,44613.18,Credit Card,CUST03530
TXN008307,01-06-2025,Tennis Ball,Sports,South,Online,8,6418.25,51346,UPI,CUST00105
TXN008308,28-03-2025,Face Cream,Beauty,North,Online,10,365.52,3655.2,UPI,CUST03368
TXN008309,03-05-2024,Spices Pack,Grocery,East,Offline,8,9987.68,79901.44,Credit Card,CUST03872
TXN008310,25-05-2025,Badminton Racket,Sports,South,Online,1,5725.34,5725.34,Cash,CUST01347
TXN008311,17-08-2024,T-Shirt,Clothing,East,Online,6,1330.73,7984.38,Net Banking,CUST01156
TXN008312,03-04-2025,Tablet,Electronics,North,Offline,1,1788.67,1788.67,Cash,CUST01018
TXN008313,05-04-2025,Lipstick,Beauty,North,Offline,2,8565.05,17130.1,Net Banking,CUST01468
TXN008314,23-02-2024,Saree,Clothing,East,Offline,1,205.63,205.63,UPI,CUST02273
TXN008315,11-06-2025,Jacket,Clothing,South,Online,1,910.65,910.65,Cash,CUST00592
TXN008316,20-04-2024,Wardrobe,Furniture,West,Offline,3,575.28,1725.84,Net Banking,CUST02807
TXN008317,28-04-2025,Yoga Mat,Sports,South,Offline,8,1129.39,9035.12,Net Banking,CUST03626
TXN008318,06-09-2025,Cooking Oil,Grocery,North,Online,1,4418.63,4418.63,Net Banking,CUST01003
TXN008319,09-03-2025,Wardrobe,Furniture,South,Offline,10,6993.4,69934,Credit Card,CUST00490
TXN008320,09-10-2025,Sofa,Furniture,East,Online,9,876.4,7887.6,Net Banking,CUST02100
TXN008321,21-07-2024,Smartwatch,Electronics,North,Offline,2,9073.47,18146.94,Cash,CUST02421
TXN008322,06-12-2025,Kurta,Clothing,South,Online,8,9850.54,78804.32,UPI,CUST02078
TXN008323,03-06-2025,Smartwatch,Electronics,South,Offline,1,4267.45,4267.45,Net Banking,CUST00317
TXN008324,15-05-2024,Office Chair,Furniture,East,Offline,6,5454.31,32725.86,Credit Card,CUST02497
TXN008325,29-04-2024,Perfume,Beauty,West,Offline,5,9508.28,47541.4,Credit Card,CUST01105
TXN008326,08-11-2025,Office Chair,Furniture,West,Offline,1,1912.58,1912.58,UPI,CUST02818
TXN008327,16-11-2024,Running Shoes,Sports,East,Online,9,4621.41,41592.69,Cash,CUST02001
TXN008328,17-11-2024,Sugar,Grocery,West,Offline,8,5860.14,46881.12,Credit Card,CUST03393
TXN008329,03-06-2025,Television,Electronics,West,Online,1,194.45,194.45,Credit Card,CUST02268
TXN008330,02-12-2025,Wheat Flour,Grocery,North,Online,8,133.08,1064.64,Cash,CUST00542
TXN008331,07-02-2025,Running Shoes,Sports,West,Offline,3,1420.84,4262.52,Net Banking,CUST01670
TXN008332,02-04-2024,Tennis Ball,Sports,West,Offline,9,4994.94,44954.46,Net Banking,CUST00179
TXN008333,08-04-2024,Jeans,Clothing,East,Offline,3,2684.58,8053.74,Credit Card,CUST00325
TXN008334,06-05-2024,Wardrobe,Furniture,South,Online,9,9452.56,85073.04,Net Banking,CUST01375
TXN008335,17-05-2024,Saree,Clothing,East,Online,7,5348.14,37436.98,Net Banking,CUST01734
TXN008336,22-03-2025,Wardrobe,Furniture,South,Offline,9,2576.82,23191.38,UPI,CUST00753
TXN008337,13-10-2025,Face Wash,Beauty,East,Online,4,8272.92,33091.68,UPI,CUST02389
TXN008338,07-04-2025,Kurta,Clothing,North,Offline,7,5007.64,35053.48,Cash,CUST00654
TXN008339,21-03-2024,Shampoo,Beauty,North,Offline,7,6435.34,45047.38,UPI,CUST00307
TXN008340,25-11-2024,Bookshelf,Furniture,West,Online,4,9582.43,38329.72,Cash,CUST02849
TXN008341,28-09-2025,Smartwatch,Electronics,South,Online,10,8724.72,87247.2,Cash,CUST00692
TXN008342,28-05-2025,Saree,Clothing,South,Offline,3,1869.22,5607.66,Cash,CUST02029
TXN008343,27-03-2024,Face Cream,Beauty,West,Offline,1,8153.68,8153.68,Credit Card,CUST00774
TXN008344,20-02-2025,Tea Powder,Grocery,North,Offline,10,1493.57,14935.7,Credit Card,CUST01747
TXN008345,02-05-2025,Wheat Flour,Grocery,North,Offline,4,1775.18,7100.72,UPI,CUST01359
TXN008346,07-04-2025,Bluetooth Speaker,Electronics,North,Offline,10,7626.87,76268.7,Net Banking,CUST02213
TXN008347,16-09-2024,Cooking Oil,Grocery,South,Offline,1,2679.36,2679.36,Credit Card,CUST03686
TXN008348,10-07-2025,Camera,Electronics,South,Online,8,992.5,7940,UPI,CUST01113
TXN008349,13-11-2024,Dress,Clothing,South,Online,3,2793.68,8381.04,Cash,CUST03699
TXN008350,12-01-2024,Dining Table,Furniture,North,Offline,5,9913.25,49566.25,Net Banking,CUST03891
TXN008351,28-04-2024,T-Shirt,Clothing,East,Offline,4,9796.1,39184.4,Cash,CUST01569
TXN008352,22-07-2025,Smartphone,Electronics,South,Online,5,1496.07,7480.35,Net Banking,CUST02616
TXN008353,24-03-2025,Spices Pack,Grocery,South,Offline,4,1358.92,5435.68,Credit Card,CUST02366
TXN008354,13-04-2024,Dumbbells,Sports,North,Online,6,5070.76,30424.56,UPI,CUST03856
TXN008355,29-04-2024,Tennis Ball,Sports,North,Online,5,4232.61,21163.05,UPI,CUST02797
TXN008356,28-04-2024,Smartphone,Electronics,West,Offline,7,4573.1,32011.7,Cash,CUST01732
TXN008357,19-04-2024,Tea Powder,Grocery,West,Offline,8,2461.51,19692.08,Cash,CUST00121
TXN008358,08-12-2025,Cooking Oil,Grocery,South,Online,8,1763.83,14110.64,UPI,CUST00150
TXN008359,28-07-2025,Jacket,Clothing,South,Online,7,2556.84,17897.88,Cash,CUST01408
TXN008360,15-10-2024,Wheat Flour,Grocery,North,Online,2,4812.8,9625.6,Credit Card,CUST03361
TXN008361,12-11-2024,Smartphone,Electronics,East,Offline,6,3685.48,22112.88,UPI,CUST02426
TXN008362,12-11-2025,Shorts,Clothing,South,Online,5,1026.83,5134.15,Net Banking,CUST03859
TXN008363,12-05-2025,Laptop,Electronics,North,Online,4,9596.09,38384.36,Net Banking,CUST02448
TXN008364,18-05-2024,Sunscreen,Beauty,West,Online,10,1330.89,13308.9,Credit Card,CUST03374
TXN008365,03-09-2024,Badminton Racket,Sports,East,Online,9,9585.56,86270.04,UPI,CUST03650
TXN008366,30-10-2025,Smartphone,Electronics,South,Offline,4,7562.18,30248.72,Net Banking,CUST00674
TXN008367,03-07-2025,Hair Oil,Beauty,North,Online,3,9595.31,28785.93,Net Banking,CUST01575
TXN008368,12-02-2024,Hair Oil,Beauty,West,Offline,7,4791.54,33540.78,Credit Card,CUST02429
TXN008369,12-10-2024,Dining Table,Furniture,North,Offline,3,8592.28,25776.84,Credit Card,CUST03698
TXN008370,09-03-2025,Bookshelf,Furniture,West,Online,4,2270.95,9083.8,Credit Card,CUST00650
TXN008371,09-10-2025,Rice Bag,Grocery,West,Online,3,1584.5,4753.5,Net Banking,CUST01353
TXN008372,19-01-2025,Camera,Electronics,North,Online,5,6849.65,34248.25,Cash,CUST03359
TXN008373,12-04-2025,T-Shirt,Clothing,East,Online,10,7125.72,71257.2,Credit Card,CUST01184
TXN008374,06-11-2025,Sweater,Clothing,East,Online,10,4429.51,44295.1,Credit Card,CUST01460
TXN008375,08-09-2025,Wheat Flour,Grocery,West,Online,9,6990.66,62915.94,Credit Card,CUST00611
TXN008376,01-02-2024,Football,Sports,South,Offline,10,5517.53,55175.3,Cash,CUST03365
TXN008377,12-09-2025,Dress,Clothing,South,Offline,8,5382.67,43061.36,Cash,CUST01129
TXN008378,23-12-2024,Office Chair,Furniture,North,Offline,5,7358.41,36792.05,Credit Card,CUST03216
TXN008379,06-09-2025,Perfume,Beauty,West,Offline,3,4340.77,13022.31,Credit Card,CUST00671
TXN008380,24-08-2024,Sweater,Clothing,West,Online,8,6766.83,54134.64,UPI,CUST02825
TXN008381,03-04-2025,Hair Oil,Beauty,West,Offline,9,3468.72,31218.48,Credit Card,CUST03970
TXN008382,31-08-2025,Jeans,Clothing,East,Offline,6,2234.28,13405.68,Credit Card,CUST03523
TXN008383,06-03-2025,Office Chair,Furniture,South,Offline,8,9112.9,72903.2,Net Banking,CUST00144
TXN008384,28-12-2024,Rice Bag,Grocery,South,Online,6,6258.58,37551.48,Cash,CUST02672
TXN008385,06-07-2025,Dress,Clothing,West,Online,6,4015.11,24090.66,UPI,CUST01380
TXN008386,18-01-2024,Smartwatch,Electronics,North,Offline,2,7632.44,15264.88,Cash,CUST02896
TXN008387,05-09-2024,Lipstick,Beauty,East,Online,4,4467.03,17868.12,Credit Card,CUST00097
TXN008388,08-11-2025,Hair Oil,Beauty,West,Online,1,921.92,921.92,Net Banking,CUST00936
TXN008389,07-07-2025,Jacket,Clothing,South,Online,7,5435.56,38048.92,Net Banking,CUST01726
TXN008390,23-08-2024,Camera,Electronics,East,Offline,5,5484.97,27424.85,Net Banking,CUST03287
TXN008391,21-08-2024,Badminton Racket,Sports,South,Offline,7,5651.03,39557.21,Cash,CUST02360
TXN008392,22-06-2024,Running Shoes,Sports,North,Online,2,9704.61,19409.22,Credit Card,CUST02533
TXN008393,22-06-2025,Bed Frame,Furniture,West,Online,6,240.79,1444.74,Credit Card,CUST00600
TXN008394,29-03-2025,Dining Table,Furniture,West,Offline,10,2969.82,29698.2,Net Banking,CUST00783
TXN008395,04-12-2025,Shampoo,Beauty,East,Online,4,7284.77,29139.08,Cash,CUST03472
TXN008396,09-02-2025,Wardrobe,Furniture,West,Online,3,2447.79,7343.37,Net Banking,CUST03742
TXN008397,15-09-2025,Laptop,Electronics,South,Offline,5,8852,44260,Cash,CUST00303
TXN008398,13-12-2024,Television,Electronics,North,Offline,7,7990.17,55931.19,Credit Card,CUST00786
TXN008399,28-09-2025,Pulses Pack,Grocery,North,Offline,9,1598.25,14384.25,Cash,CUST00213
TXN008400,23-06-2025,Smartphone,Electronics,North,Offline,1,2071.18,2071.18,Credit Card,CUST01705
TXN008401,11-02-2024,Face Cream,Beauty,North,Online,10,900.59,9005.9,UPI,CUST02539
TXN008402,15-04-2025,Jeans,Clothing,East,Offline,4,5665.59,22662.36,Credit Card,CUST00414
TXN008403,13-06-2024,Badminton Racket,Sports,East,Offline,5,1696.81,8484.05,Credit Card,CUST00976
TXN008404,07-03-2025,Television,Electronics,East,Online,1,6671.7,6671.7,Net Banking,CUST00608
TXN008405,26-07-2025,Badminton Racket,Sports,West,Online,2,1351.43,2702.86,Cash,CUST00161
TXN008406,09-04-2024,Wardrobe,Furniture,East,Online,7,9728.64,68100.48,Net Banking,CUST03309
TXN008407,11-06-2025,Bed Frame,Furniture,South,Online,5,9388.45,46942.25,Credit Card,CUST02866
TXN008408,04-02-2024,Dumbbells,Sports,South,Offline,7,6739.91,47179.37,Credit Card,CUST00421
TXN008409,03-02-2024,Tablet,Electronics,North,Online,2,6008.61,12017.22,UPI,CUST00572
TXN008410,17-05-2024,Kurta,Clothing,North,Online,3,4781.14,14343.42,UPI,CUST03641
TXN008411,08-05-2025,Shampoo,Beauty,North,Online,8,9442.95,75543.6,Credit Card,CUST00804
TXN008412,21-08-2024,Saree,Clothing,North,Online,10,6655.04,66550.4,UPI,CUST03351
TXN008413,22-09-2024,Football,Sports,East,Offline,5,7495.42,37477.1,Credit Card,CUST01701
TXN008414,10-01-2024,Television,Electronics,East,Offline,9,4796.77,43170.93,Net Banking,CUST00916
TXN008415,01-02-2024,Cooking Oil,Grocery,South,Online,3,8423.18,25269.54,UPI,CUST01971
TXN008416,16-01-2025,Yoga Mat,Sports,West,Offline,4,6037.22,24148.88,Net Banking,CUST03377
TXN008417,03-02-2024,Smartwatch,Electronics,East,Online,3,5732.98,17198.94,Net Banking,CUST02275
TXN008418,16-06-2025,Jacket,Clothing,West,Online,6,5344.79,32068.74,Credit Card,CUST00878
TXN008419,07-10-2024,Jacket,Clothing,West,Offline,3,1527.25,4581.75,UPI,CUST00312
TXN008420,18-01-2024,Tablet,Electronics,North,Online,4,8951.22,35804.88,UPI,CUST01561
TXN008421,03-02-2025,Wardrobe,Furniture,South,Offline,7,224.38,1570.66,Net Banking,CUST00443
TXN008422,09-10-2025,Shampoo,Beauty,North,Online,8,2655.02,21240.16,UPI,CUST00707
TXN008423,07-05-2024,Tablet,Electronics,West,Online,10,364.18,3641.8,Cash,CUST01783
TXN008424,11-09-2025,Wheat Flour,Grocery,South,Offline,9,202.96,1826.64,Credit Card,CUST03384
TXN008425,05-02-2025,Face Wash,Beauty,South,Offline,9,3520.98,31688.82,Cash,CUST01825
TXN008426,10-03-2025,Hair Oil,Beauty,South,Online,3,2875.27,8625.81,Net Banking,CUST03773
TXN008427,19-10-2025,Yoga Mat,Sports,South,Offline,7,3090.9,21636.3,Net Banking,CUST02309
TXN008428,10-06-2024,Wheat Flour,Grocery,East,Online,9,9543.75,85893.75,Net Banking,CUST03448
TXN008429,10-04-2025,Lipstick,Beauty,South,Offline,9,1914.44,17229.96,UPI,CUST03291
TXN008430,16-11-2024,Sugar,Grocery,West,Offline,5,8132.87,40664.35,Credit Card,CUST00168
TXN008431,18-02-2024,Smartwatch,Electronics,South,Offline,9,2546.89,22922.01,Credit Card,CUST03976
TXN008432,21-11-2025,Cricket Bat,Sports,West,Offline,3,6785.53,20356.59,Credit Card,CUST03593
TXN008433,17-02-2024,Bookshelf,Furniture,North,Online,6,1668.02,10008.12,Net Banking,CUST02607
TXN008434,04-03-2024,Wardrobe,Furniture,South,Online,7,7973.09,55811.63,Net Banking,CUST02345
TXN008435,17-07-2025,T-Shirt,Clothing,East,Online,1,2003.92,2003.92,UPI,CUST00782
TXN008436,24-07-2024,Camera,Electronics,South,Online,1,6403.74,6403.74,Credit Card,CUST03733
TXN008437,01-04-2024,Dining Table,Furniture,West,Online,9,5478.39,49305.51,Cash,CUST03506
TXN008438,06-08-2025,Yoga Mat,Sports,North,Offline,1,9295.3,9295.3,Net Banking,CUST03416
TXN008439,14-06-2024,Rice Bag,Grocery,East,Online,7,2078.75,14551.25,UPI,CUST01167
TXN008440,09-10-2024,Sunscreen,Beauty,East,Offline,7,4554.61,31882.27,Net Banking,CUST01110
TXN008441,23-12-2025,Cooking Oil,Grocery,East,Offline,6,721.77,4330.62,UPI,CUST00350
TXN008442,15-05-2024,Wheat Flour,Grocery,North,Offline,4,4876.52,19506.08,UPI,CUST00673
TXN008443,27-10-2025,Tablet,Electronics,East,Offline,3,2432.24,7296.72,Net Banking,CUST01797
TXN008444,25-06-2025,Pulses Pack,Grocery,East,Online,1,5718.17,5718.17,UPI,CUST01111
TXN008445,20-12-2024,Television,Electronics,West,Offline,8,4044.88,32359.04,Credit Card,CUST02110
TXN008446,01-11-2025,Headphones,Electronics,West,Offline,5,9464.04,47320.2,Credit Card,CUST03972
TXN008447,30-10-2025,Kurta,Clothing,East,Offline,3,156.51,469.53,Net Banking,CUST01692
TXN008448,27-02-2024,T-Shirt,Clothing,South,Online,8,2540.22,20321.76,Credit Card,CUST03688
TXN008449,09-02-2025,Pulses Pack,Grocery,East,Online,2,4400.25,8800.5,Net Banking,CUST01784
TXN008450,17-01-2024,Spices Pack,Grocery,East,Offline,7,6475.57,45328.99,Cash,CUST00182
TXN008451,10-12-2024,Bed Frame,Furniture,West,Online,10,5835.1,58351,Credit Card,CUST01122
TXN008452,01-10-2024,Badminton Racket,Sports,East,Offline,2,3703.51,7407.02,Cash,CUST00765
TXN008453,26-07-2025,Tea Powder,Grocery,West,Offline,3,1480.05,4440.15,UPI,CUST01378
TXN008454,07-12-2024,Wheat Flour,Grocery,East,Offline,6,9972.49,59834.94,Cash,CUST02136
TXN008455,10-10-2025,Cricket Bat,Sports,South,Offline,1,2398.15,2398.15,Credit Card,CUST01089
TXN008456,14-01-2024,Badminton Racket,Sports,East,Offline,2,9116.45,18232.9,Credit Card,CUST00506
TXN008457,08-09-2024,Dress,Clothing,South,Online,5,3296.31,16481.55,Credit Card,CUST02188
TXN008458,01-02-2024,Coffee Table,Furniture,West,Online,3,7432.83,22298.49,Net Banking,CUST01056
TXN008459,11-10-2024,Wardrobe,Furniture,North,Online,7,3089.6,21627.2,UPI,CUST01704
TXN008460,08-04-2024,Dining Table,Furniture,South,Online,6,9766.05,58596.3,Cash,CUST01482
TXN008461,26-02-2025,Wheat Flour,Grocery,East,Offline,10,2597.72,25977.2,Cash,CUST01798
TXN008462,31-10-2025,Sunscreen,Beauty,East,Offline,1,6725.19,6725.19,Cash,CUST00571
TXN008463,18-12-2024,Pulses Pack,Grocery,East,Offline,1,1637.58,1637.58,Credit Card,CUST03895
TXN008464,31-05-2024,Bed Frame,Furniture,South,Online,5,4811.99,24059.95,Net Banking,CUST02000
TXN008465,23-12-2024,Dumbbells,Sports,North,Online,1,7775.13,7775.13,Cash,CUST00748
TXN008466,25-04-2024,Sunscreen,Beauty,South,Offline,7,3103.96,21727.72,Net Banking,CUST00029
TXN008467,29-10-2025,Coffee Table,Furniture,South,Online,2,4094.76,8189.52,Net Banking,CUST00285
TXN008468,25-05-2024,Bookshelf,Furniture,South,Online,6,4180.99,25085.94,UPI,CUST00264
TXN008469,24-05-2024,Sofa,Furniture,South,Online,9,7276.14,65485.26,Cash,CUST00717
TXN008470,26-01-2025,Tablet,Electronics,West,Online,9,9220,82980,UPI,CUST02045
TXN008471,20-10-2024,Tea Powder,Grocery,South,Offline,2,2183.56,4367.12,Cash,CUST02487
TXN008472,07-10-2024,Cricket Bat,Sports,North,Offline,7,2396.41,16774.87,UPI,CUST02809
TXN008473,17-07-2025,Smartphone,Electronics,West,Offline,3,6143.25,18429.75,Net Banking,CUST00417
TXN008474,30-09-2024,Laptop,Electronics,West,Online,3,6139.78,18419.34,UPI,CUST02139
TXN008475,29-05-2025,Sunscreen,Beauty,North,Online,10,9981.57,99815.7,Net Banking,CUST02594
TXN008476,09-10-2025,Shampoo,Beauty,South,Online,2,7761.4,15522.8,UPI,CUST02397
TXN008477,18-09-2024,Rice Bag,Grocery,South,Online,9,1685.04,15165.36,UPI,CUST03868
TXN008478,11-05-2024,Smartwatch,Electronics,North,Online,3,1744.63,5233.89,Credit Card,CUST00499
TXN008479,08-03-2024,Dining Table,Furniture,West,Online,2,3688.6,7377.2,UPI,CUST01979
TXN008480,18-08-2025,Perfume,Beauty,East,Offline,10,7348.72,73487.2,Credit Card,CUST00321
TXN008481,28-12-2025,T-Shirt,Clothing,South,Online,6,8274.11,49644.66,UPI,CUST03572
TXN008482,13-11-2024,Jacket,Clothing,North,Offline,2,9300.07,18600.14,Credit Card,CUST02195
TXN008483,14-04-2025,Sunscreen,Beauty,North,Online,2,133.22,266.44,UPI,CUST02343
TXN008484,23-03-2024,Bed Frame,Furniture,South,Offline,5,1868.05,9340.25,Credit Card,CUST00019
TXN008485,07-01-2024,Football,Sports,East,Online,9,5658.62,50927.58,Net Banking,CUST00250
TXN008486,04-03-2025,Face Wash,Beauty,West,Online,10,1562.89,15628.9,UPI,CUST00229
TXN008487,22-03-2024,Television,Electronics,West,Online,2,7784.36,15568.72,Cash,CUST03839
TXN008488,20-04-2025,Jacket,Clothing,East,Offline,6,6296.43,37778.58,Cash,CUST01863
TXN008489,17-05-2025,Jeans,Clothing,East,Offline,7,9074.81,63523.67,UPI,CUST02634
TXN008490,27-02-2024,Lipstick,Beauty,South,Offline,6,2410.06,14460.36,Cash,CUST00206
TXN008491,02-06-2024,Spices Pack,Grocery,South,Online,7,779.85,5458.95,Credit Card,CUST03281
TXN008492,13-04-2025,Wheat Flour,Grocery,West,Offline,5,8788.51,43942.55,Cash,CUST02862
TXN008493,04-10-2025,Hair Oil,Beauty,South,Online,2,5444.76,10889.52,Cash,CUST03620
TXN008494,12-10-2024,Shampoo,Beauty,East,Offline,10,1884.54,18845.4,Credit Card,CUST00212
TXN008495,26-01-2024,Coffee Table,Furniture,North,Online,3,9058.13,27174.39,UPI,CUST01691
TXN008496,18-07-2025,Dumbbells,Sports,South,Online,7,8239.81,57678.67,Cash,CUST00478
TXN008497,02-07-2025,Bookshelf,Furniture,East,Online,2,8326.55,16653.1,Credit Card,CUST00246
TXN008498,01-05-2025,Saree,Clothing,South,Offline,6,3654.33,21925.98,Net Banking,CUST03651
TXN008499,28-04-2024,Yoga Mat,Sports,North,Offline,3,5713.31,17139.93,Credit Card,CUST01087
TXN008500,11-03-2024,Shampoo,Beauty,South,Offline,2,4693.21,9386.42,Net Banking,CUST02779
TXN008501,05-11-2025,Hair Oil,Beauty,West,Offline,3,7990.03,23970.09,Credit Card,CUST01412
TXN008502,26-08-2025,Face Cream,Beauty,South,Online,6,6163.3,36979.8,Credit Card,CUST00496
TXN008503,09-06-2024,Bluetooth Speaker,Electronics,East,Online,1,6096.72,6096.72,Cash,CUST00716
TXN008504,01-10-2025,Running Shoes,Sports,West,Offline,9,9274.15,83467.35,Net Banking,CUST00385
TXN008505,11-08-2024,Face Cream,Beauty,East,Online,4,8839.11,35356.44,Cash,CUST01863
TXN008506,21-04-2025,Face Cream,Beauty,East,Online,3,672.89,2018.67,UPI,CUST02941
TXN008507,15-12-2024,Sunscreen,Beauty,West,Offline,10,3663.79,36637.9,Net Banking,CUST00925
TXN008508,18-06-2025,Lipstick,Beauty,North,Online,6,7285.1,43710.6,Net Banking,CUST02240
TXN008509,26-04-2024,Dumbbells,Sports,South,Online,4,8926.53,35706.12,Cash,CUST00038
TXN008510,14-07-2024,Cooking Oil,Grocery,South,Online,8,7820.21,62561.68,UPI,CUST01960
TXN008511,06-02-2024,Cricket Bat,Sports,North,Online,9,8305.49,74749.41,Cash,CUST03853
TXN008512,11-04-2025,Tea Powder,Grocery,West,Online,7,5311.68,37181.76,Net Banking,CUST00262
TXN008513,24-10-2024,Face Wash,Beauty,North,Offline,5,9025.26,45126.3,UPI,CUST03943
TXN008514,08-01-2025,Wheat Flour,Grocery,West,Online,1,8914.83,8914.83,Credit Card,CUST01681
TXN008515,14-03-2025,Running Shoes,Sports,South,Offline,3,4796.54,14389.62,Net Banking,CUST03830
TXN008516,13-03-2024,Bed Frame,Furniture,East,Online,6,3562.03,21372.18,Cash,CUST02783
TXN008517,19-02-2025,Dining Table,Furniture,South,Offline,5,4569.53,22847.65,Cash,CUST00270
TXN008518,13-11-2025,Lipstick,Beauty,South,Offline,9,8632.66,77693.94,UPI,CUST03792
TXN008519,14-08-2025,Saree,Clothing,West,Offline,5,3376.61,16883.05,Credit Card,CUST03572
TXN008520,26-06-2025,Jacket,Clothing,North,Online,3,1964.4,5893.2,Cash,CUST00559
TXN008521,14-06-2024,Sunscreen,Beauty,North,Online,10,4456.15,44561.5,UPI,CUST00149
TXN008522,19-04-2024,Headphones,Electronics,West,Offline,2,3155.16,6310.32,Credit Card,CUST02756
TXN008523,07-12-2025,Cricket Bat,Sports,East,Offline,1,1303.36,1303.36,Net Banking,CUST03383
TXN008524,23-09-2024,Badminton Racket,Sports,East,Online,9,2105.97,18953.73,UPI,CUST02320
TXN008525,13-01-2025,Laptop,Electronics,East,Offline,8,405.38,3243.04,Credit Card,CUST03634
TXN008526,30-10-2024,Cricket Bat,Sports,East,Offline,10,8642.41,86424.1,Credit Card,CUST03256
TXN008527,01-11-2024,Perfume,Beauty,South,Offline,7,1516.05,10612.35,Net Banking,CUST01118
TXN008528,02-02-2025,Tea Powder,Grocery,West,Online,8,1554.31,12434.48,Net Banking,CUST03454
TXN008529,21-07-2025,Jeans,Clothing,West,Offline,10,7876.41,78764.1,Cash,CUST01657
TXN008530,09-06-2025,Lipstick,Beauty,South,Offline,3,5376.27,16128.81,Credit Card,CUST01234
TXN008531,09-01-2025,Perfume,Beauty,South,Online,6,5177.92,31067.52,Net Banking,CUST00791
TXN008532,09-04-2024,Laptop,Electronics,West,Offline,5,7310.59,36552.95,Credit Card,CUST01285
TXN008533,29-07-2025,Sugar,Grocery,North,Offline,7,7954.09,55678.63,UPI,CUST01280
TXN008534,17-08-2024,Smartwatch,Electronics,West,Online,6,9328.55,55971.3,Cash,CUST00832
TXN008535,06-03-2025,Football,Sports,West,Online,3,6264.84,18794.52,Cash,CUST02902
TXN008536,25-10-2024,Rice Bag,Grocery,North,Offline,8,9750.8,78006.4,Cash,CUST01926
TXN008537,16-05-2024,Wardrobe,Furniture,East,Online,9,4829.39,43464.51,Net Banking,CUST00420
TXN008538,14-05-2025,Cricket Bat,Sports,North,Online,6,9338.08,56028.48,Credit Card,CUST02008
TXN008539,07-04-2025,Face Cream,Beauty,East,Offline,3,4984.68,14954.04,Cash,CUST01908
TXN008540,11-10-2025,Shampoo,Beauty,South,Online,4,1954.69,7818.76,UPI,CUST00233
TXN008541,11-02-2025,Jacket,Clothing,West,Online,7,1801.79,12612.53,Cash,CUST02631
TXN008542,29-12-2025,Sunscreen,Beauty,South,Online,2,7914.17,15828.34,Credit Card,CUST00108
TXN008543,01-05-2025,Kurta,Clothing,South,Online,10,7070.8,70708,Net Banking,CUST03678
TXN008544,22-04-2024,Dumbbells,Sports,South,Offline,9,765.68,6891.12,Credit Card,CUST01644
TXN008545,23-01-2025,Rice Bag,Grocery,North,Online,7,7970.58,55794.06,Credit Card,CUST01668
TXN008546,10-11-2025,Lipstick,Beauty,South,Online,1,4507.34,4507.34,Credit Card,CUST03731
TXN008547,23-04-2024,Saree,Clothing,East,Online,2,8134.73,16269.46,Cash,CUST03167
TXN008548,27-09-2025,Spices Pack,Grocery,East,Offline,3,4641.12,13923.36,Cash,CUST03259
TXN008549,15-03-2025,Cooking Oil,Grocery,North,Online,9,8404.35,75639.15,Credit Card,CUST01767
TXN008550,14-05-2025,Dumbbells,Sports,East,Offline,9,8457,76113,Cash,CUST01328
TXN008551,03-11-2024,Yoga Mat,Sports,East,Online,1,4136.62,4136.62,Credit Card,CUST03017
TXN008552,21-01-2025,Tennis Ball,Sports,South,Online,8,225.05,1800.4,UPI,CUST01091
TXN008553,25-09-2025,Face Wash,Beauty,South,Offline,2,9085.65,18171.3,UPI,CUST02156
TXN008554,25-10-2025,Badminton Racket,Sports,West,Offline,9,8000.82,72007.38,Credit Card,CUST02816
TXN008555,01-01-2025,Running Shoes,Sports,West,Online,10,6879.8,68798,Cash,CUST02421
TXN008556,18-05-2025,Hair Oil,Beauty,West,Offline,9,4263.66,38372.94,UPI,CUST00651
TXN008557,30-04-2024,Sofa,Furniture,East,Online,7,758.87,5312.09,Cash,CUST02408
TXN008558,08-03-2024,Shampoo,Beauty,West,Offline,8,3221.09,25768.72,UPI,CUST00783
TXN008559,13-09-2025,Tennis Ball,Sports,West,Offline,7,7181.87,50273.09,Net Banking,CUST00936
TXN008560,09-06-2024,Pulses Pack,Grocery,North,Online,7,6638.61,46470.27,Net Banking,CUST01813
